mod,biome,precipitation_type,temperature,modifier,downfall,dayNightOffset,humidity,biomeCategory
biomesoplenty,volcanic_plains,NONE,1.04,NONE,0.3,0.33433735,35.0,VOLCANIC
biomesoplenty,volcano,NONE,1.04,NONE,0.3,0.33433735,35.0,VOLCANIC
biomesoplenty,wasteland,NONE,1.354,NONE,0.0,0.44578314,20.0,DESERT
biomesoplenty,wetland,RAIN,0.685,NONE,0.7,0.26746988,90.0,SWAMP
biomesoplenty,wooded_scrubland,NONE,1.108,NONE,0.15,0.33433735,30.0,SAVANNA
biomesoplenty,wooded_wasteland,NONE,1.309,NONE,0.0,0.33433735,20.0,MESA
biomesoplenty,woodland,RAIN,0.663,NONE,0.5,0.26746988,20.0,FOREST
biomesoplenty,glowing_grotto,RAIN,0.663,NONE,0.5,0.26746988,40.0,UNDERGROUND
biomesoplenty,spider_nest,RAIN,0.663,NONE,0.5,0.26746988,40.0,UNDERGROUND
biomesoplenty,crystalline_chasm,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
biomesoplenty,erupting_inferno,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
biomesoplenty,undergrowth,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
biomesoplenty,visceral_heap,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
biomesoplenty,withered_abyss,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,allium_fields,RAIN,0.774,NONE,0.4,0.33433735,60.0,PLAINS
byg,amaranth_fields,RAIN,0.774,NONE,0.4,0.33433735,60.0,PLAINS
byg,araucaria_savanna,NONE,1.108,NONE,0.0,0.33433735,30.0,SAVANNA
byg,aspen_forest,RAIN,0.663,NONE,0.6,0.26746988,20.0,FOREST
byg,atacama_desert,NONE,1.354,NONE,0.0,0.44578314,20.0,DESERT
byg,autumnal_valley,RAIN,0.774,NONE,0.8,0.33433735,60.0,PLAINS
byg,baobab_savanna,NONE,1.108,NONE,0.0,0.33433735,30.0,SAVANNA
byg,bayou,RAIN,0.685,NONE,0.9,0.26746988,90.0,SWAMP
byg,black_forest,RAIN,0.663,NONE,0.65,0.26746988,20.0,FOREST
byg,borealis_grove,RAIN,0.663,NONE,0.5,0.26746988,20.0,FOREST
byg,canadian_shield,SNOW,0.06100002,NONE,0.5,0.111445785,20.0,TAIGA
byg,cherry_blossom_forest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,cika_woods,RAIN,0.663,NONE,0.5,0.26746988,20.0,FOREST
byg,coniferous_forest,RAIN,0.507,NONE,0.8,0.22289157,20.0,TAIGA
byg,crag_gardens,RAIN,0.997,NONE,0.8,0.33433735,90.0,JUNGLE
byg,cypress_swamplands,RAIN,0.685,NONE,0.9,0.26746988,90.0,SWAMP
byg,lush_stacks,RAIN,0.73,NONE,0.8,0.22289157,70.0,WARM_OCEAN
byg,dead_sea,RAIN,1.04,NONE,0.0,0.33433735,35.0,DEAD_SEA
byg,dacite_ridges,RAIN,0.507,NONE,0.8,0.22289157,20.0,TAIGA
byg,windswept_desert,NONE,1.354,NONE,0.0,0.44578314,20.0,DESERT
byg,ebony_woods,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,forgotten_forest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,temperate_grove,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,guiana_shield,RAIN,0.997,NONE,0.9,0.33433735,90.0,JUNGLE
byg,howling_peaks,SNOW,0.17199996,NONE,1.0,0.111445785,20.0,MOUNTAIN
byg,jacaranda_forest,RAIN,0.886,NONE,0.5,0.33433735,95.0,RAINFOREST
byg,maple_taiga,RAIN,0.507,NONE,0.8,0.22289157,20.0,TAIGA
byg,coconino_meadow,RAIN,0.774,NONE,0.8,0.33433735,60.0,PLAINS
byg,mojave_desert,NONE,1.354,NONE,0.0,0.44578314,20.0,DESERT
byg,cardinal_tundra,SNOW,0.32799998,NONE,0.4,0.16716868,20.0,PLAINS
byg,orchard,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,prairie,RAIN,0.774,NONE,0.2,0.33433735,20.0,PLAINS
byg,red_oak_forest,RAIN,0.663,NONE,0.9,0.26746988,20.0,FOREST
byg,red_rock_valley,RAIN,1.309,NONE,0.1,0.33433735,20.0,MESA
byg,rose_fields,RAIN,0.774,NONE,0.4,0.33433735,20.0,PLAINS
byg,autumnal_forest,RAIN,0.663,NONE,0.9,0.26746988,20.0,FOREST
byg,autumnal_taiga,RAIN,0.507,NONE,0.8,0.22289157,20.0,TAIGA
byg,shattered_glacier,SNOW,0.06100002,NONE,1.0,0.055722892,20.0,ICY
byg,firecracker_shrubland,RAIN,1.108,NONE,0.4,0.33433735,30.0,SAVANNA
byg,sierra_badlands,RAIN,1.309,NONE,0.1,0.33433735,20.0,MESA
byg,skyris_vale,RAIN,0.351,NONE,0.8,0.22289157,60.0,BOG
byg,redwood_thicket,RAIN,0.663,NONE,0.9,0.26746988,20.0,FOREST
byg,frosted_taiga,SNOW,0.06100002,NONE,0.8,0.111445785,20.0,TAIGA
byg,frosted_coniferous_forest,SNOW,0.06100002,NONE,0.8,0.111445785,20.0,TAIGA
byg,fragment_forest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,tropical_rainforest,RAIN,0.886,NONE,0.9,0.33433735,95.0,RAINFOREST
byg,twilight_meadow,RAIN,0.351,NONE,0.8,0.22289157,60.0,BOG
byg,weeping_witch_forest,RAIN,0.351,NONE,0.8,0.22289157,60.0,BOG
byg,white_mangrove_marshes,RAIN,0.685,NONE,0.9,0.26746988,90.0,SWAMP
byg,temperate_rainforest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,zelkova_forest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
byg,rainbow_beach,RAIN,0.663,NONE,0.75,0.22289157,20.0,BEACH
byg,basalt_barrera,RAIN,0.663,NONE,0.75,0.22289157,20.0,BEACH
byg,dacite_shore,RAIN,0.351,NONE,0.8,0.22289157,60.0,BOG
byg,brimstone_caverns,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,crimson_gardens,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,embur_bog,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,glowstone_gardens,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,magma_wastes,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,subzero_hypogeal,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,sythian_torrids,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,warped_desert,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,wailing_garth,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,arisian_undergrowth,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,weeping_mire,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,quartz_desert,NONE,1.666,NONE,0.0,0.0,20.0,NETHER
byg,ivis_fields,NONE,0.551,NONE,0.8,0.0,40.0,THEEND
byg,nightshade_forest,NONE,0.551,NONE,0.4,0.0,40.0,THEEND
byg,ethereal_islands,NONE,0.551,NONE,0.8,0.0,40.0,THEEND
byg,viscal_isles,NONE,0.551,NONE,0.4,0.0,40.0,THEEND
byg,bulbis_gardens,NONE,0.551,NONE,0.8,0.0,40.0,THEEND
byg,shulkren_forest,NONE,0.551,NONE,0.4,0.0,40.0,THEEND
byg,cryptic_wastes,NONE,0.551,NONE,0.8,0.0,40.0,THEEND
byg,imparius_grove,NONE,0.551,NONE,0.8,0.0,40.0,THEEND
twilightforest,forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,dense_forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,firefly_forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,clearing,NONE,0.774,NONE,0.0,0.33433735,20.0,PLAINS
twilightforest,oak_savannah,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,stream,NONE,0.551,NONE,0.0,0.22289157,20.0,RIVER
twilightforest,lake,NONE,0.551,NONE,0.0,0.22289157,20.0,RIVER
twilightforest,mushroom_forest,NONE,0.685,NONE,0.0,0.26746988,70.0,MUSHROOM
twilightforest,dense_mushroom_forest,NONE,0.685,NONE,0.0,0.26746988,70.0,MUSHROOM
twilightforest,enchanted_forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,spooky_forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,swamp,NONE,0.685,NONE,0.0,0.26746988,90.0,SWAMP
twilightforest,fire_swamp,NONE,0.685,NONE,0.0,0.26746988,90.0,SWAMP
twilightforest,dark_forest,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,dark_forest_center,NONE,0.663,NONE,0.0,0.26746988,20.0,FOREST
twilightforest,snowy_forest,NONE,0.373,NONE,0.0,0.26746988,60.0,COLD_FOREST
twilightforest,glacier,NONE,0.507,NONE,0.0,0.111445785,20.0,ICY
twilightforest,highlands,NONE,0.886,NONE,0.0,0.33433735,35.0,DRYLAND
twilightforest,thornlands,NONE,0.886,NONE,0.0,0.33433735,35.0,DRYLAND
twilightforest,final_plateau,NONE,0.886,NONE,0.0,0.33433735,35.0,DRYLAND
twilightforest,underground,NONE,0.663,NONE,0.0,0.26746988,40.0,UNDERGROUND
ars_nouveau,archwood_forest,RAIN,0.663,NONE,0.8,0.26746988,20.0,FOREST
